,statecode,tech,bc_hundred,bc_oneG,bc_ten,bc_twentyfive,blockcode,hundred_fifty,oneG,providername,ten,twentyfive_three,type
3,46,Other,1,0,24,23,96,1.0,0,8,24.0,23.0,business
4,46,Satellite,0,0,84873,0,85163,0.0,0,4,84873.0,0.0,business
5,46,aDSL,0,0,95,0,42826,0.0,0,31,95.0,0.0,business
6,46,Cable,0,0,17423,17416,17428,0.0,0,8,21837.0,21818.0,consumer
7,46,Fiber,12517,0,34716,34239,35448,12575.0,0,27,35252.0,34692.0,consumer
8,46,Fixed Wireless,3180,0,19885,18046,36379,3180.0,0,27,24069.0,18046.0,consumer
9,46,Satellite,0,0,85163,0,88360,0.0,0,3,91840.0,0.0,consumer
10,46,aDSL,0,0,22358,4987,43036,0.0,0,28,22812.0,4987.0,consumer
11,46,2G,0,0,0,0,85775,0.0,0,9,0.0,0.0,mobile
12,46,3G,0,0,0,0,88263,0.0,0,10,0.0,0.0,mobile
13,46,4G_LTE,0,0,87095,0,87096,0.0,0,9,224563.0,0.0,mobile
14,46,4G_NON_LTE,0,0,87894,0,87895,0.0,0,2,87914.0,0.0,mobile
0,28,Cable,0,0,7819,7254,48762,0.0,0,17,12625.0,12058.0,business
1,28,Fiber,1320,0,1384,1373,44876,1345.0,0,28,1425.0,1414.0,business
2,28,Fixed Wireless,0,0,10681,10680,12486,0.0,0,12,10681.0,10680.0,business
3,28,Other,5,0,5731,2917,6247,5.0,0,21,5746.0,2919.0,business
4,28,Satellite,0,0,165387,0,171778,0.0,0,4,165387.0,0.0,business
5,28,aDSL,0,0,9105,1672,18756,0.0,0,25,9963.0,1672.0,business
6,28,Cable,0,0,47516,46962,47517,0.0,0,10,52403.0,51847.0,consumer
7,28,Fiber,1826,0,3397,2628,4170,1832.0,0,12,3411.0,2642.0,consumer
8,28,Fixed Wireless,0,0,12062,12062,12853,0.0,0,13,12062.0,12062.0,consumer
9,28,Other,0,0,2827,2,2830,0.0,0,3,2827.0,2.0,consumer
10,28,Satellite,0,0,171778,0,171778,0.0,0,3,337165.0,0.0,consumer
11,28,aDSL,0,0,30854,12291,74758,0.0,0,19,32980.0,12323.0,consumer
12,28,2G,0,0,0,0,171595,0.0,0,6,0.0,0.0,mobile
13,28,3G,0,0,0,0,171768,0.0,0,5,0.0,0.0,mobile
14,28,4G_LTE,0,0,170912,0,170913,0.0,0,5,693613.0,0.0,mobile
15,28,4G_NON_LTE,0,0,169708,0,169709,0.0,0,2,229452.0,0.0,mobile
0,2,Cable,0,0,11,8,9359,0.0,0,6,13.0,10.0,business
1,2,Fiber,863,0,1833,1106,3634,868.0,0,11,1979.0,1122.0,business
2,2,Fixed Wireless,117,0,1901,1838,5747,117.0,0,13,1938.0,1838.0,business
3,2,Other,1,0,387,23,1479,1.0,0,6,387.0,23.0,business
4,2,Satellite,0,0,27019,0,38552,0.0,0,4,27019.0,0.0,business
5,2,aDSL,0,0,1853,1712,10620,0.0,0,15,1855.0,1712.0,business
6,2,Cable,0,0,8749,8632,9349,0.0,0,4,8751.0,8634.0,consumer
7,2,Fiber,110,0,422,422,472,110.0,0,5,422.0,422.0,consumer
8,2,Fixed Wireless,2,0,2337,490,8744,2.0,0,14,2368.0,490.0,consumer
9,2,Other,1,0,1,1,37,1.0,0,1,1.0,1.0,consumer
10,2,Satellite,0,0,30501,0,38552,0.0,0,3,40555.0,0.0,consumer
11,2,aDSL,0,0,3767,1685,10494,0.0,0,14,4404.0,1685.0,consumer
12,2,2G,0,0,0,0,29420,0.0,0,11,0.0,0.0,mobile
13,2,3G,0,0,0,0,25175,0.0,0,6,0.0,0.0,mobile
14,2,4G_LTE,0,0,17018,0,17019,0.0,0,4,39946.0,0.0,mobile
15,2,4G_NON_LTE,0,0,20481,0,20482,0.0,0,2,35357.0,0.0,mobile
16,2,Undefined,0,0,0,0,1367,0.0,0,1,0.0,0.0,mobile
0,10,Cable,0,0,4,2,16390,0.0,0,6,4.0,2.0,business
1,10,Fiber,3540,0,3555,3555,3558,3762.0,0,13,3827.0,3826.0,business
2,10,Fixed Wireless,0,0,0,0,2644,0.0,0,2,0.0,0.0,business
3,10,Other,3,0,46,40,418,3.0,0,12,51.0,43.0,business
4,10,Satellite,0,0,23241,0,24115,0.0,0,4,23241.0,0.0,business
5,10,aDSL,0,0,32,2,499,0.0,0,10,37.0,2.0,business
6,10,Cable,0,0,15788,15788,15790,0.0,0,3,15918.0,15918.0,consumer
7,10,Fiber,7121,0,7149,7149,7150,7121.0,0,1,7150.0,7150.0,consumer
8,10,Fixed Wireless,0,0,2644,0,2645,0.0,0,3,2735.0,0.0,consumer
9,10,Other,0,0,0,0,1,0.0,0,1,1.0,1.0,consumer
10,10,Satellite,0,0,24115,0,24115,0.0,0,3,47356.0,0.0,consumer
11,10,aDSL,0,0,0,0,10604,0.0,0,4,0.0,0.0,consumer
12,10,2G,0,0,0,0,24094,0.0,0,4,0.0,0.0,mobile
13,10,3G,0,0,0,0,24089,0.0,0,4,0.0,0.0,mobile
14,10,4G_LTE,0,0,24015,0,24016,0.0,0,4,92404.0,0.0,mobile
15,10,4G_NON_LTE,0,0,23813,0,23814,0.0,0,2,39803.0,0.0,mobile
0,50,Cable,0,0,0,0,13010,0.0,0,4,0.0,0.0,business
1,50,Fiber,3740,0,3774,3746,4032,4012.0,0,17,4058.0,4028.0,business
2,50,Fixed Wireless,0,0,296,1,3860,0.0,0,6,296.0,1.0,business
3,50,Other,1,0,192,192,346,1.0,0,5,206.0,205.0,business
4,50,Satellite,0,0,28390,0,32580,0.0,0,4,28390.0,0.0,business
5,50,aDSL,44,0,1368,237,17767,44.0,0,13,1488.0,250.0,business
6,50,Cable,0,0,12765,12765,12766,0.0,0,4,12909.0,12909.0,consumer
7,50,Fiber,3204,0,3282,3212,3284,3204.0,0,12,3284.0,3212.0,consumer
8,50,Fixed Wireless,0,0,471,232,16322,0.0,0,7,527.0,232.0,consumer
9,50,Satellite,0,0,32580,0,32580,0.0,0,3,60967.0,0.0,consumer
10,50,aDSL,1,0,8704,829,17991,1.0,0,10,9460.0,844.0,consumer
11,50,2G,0,0,0,0,28605,0.0,0,5,0.0,0.0,mobile
12,50,3G,0,0,0,0,30729,0.0,0,4,0.0,0.0,mobile
13,50,4G_LTE,0,0,31981,0,31982,0.0,0,6,114960.0,0.0,mobile
14,50,4G_NON_LTE,0,0,29798,0,29799,0.0,0,2,30977.0,0.0,mobile
0,78,Cable,0,0,4184,4155,4185,0.0,0,1,8340.0,4155.0,business
1,78,Fiber,4428,0,4428,4428,4429,4429.0,0,1,4429.0,4429.0,business
2,78,Fixed Wireless,2,0,39,13,4682,2.0,0,3,39.0,13.0,business
3,78,Other,0,0,0,0,4422,0.0,0,1,0.0,0.0,business
4,78,aDSL,0,0,0,0,4422,0.0,0,1,0.0,0.0,business
5,78,Cable,0,0,4184,4155,4185,0.0,0,1,8340.0,4155.0,consumer
6,78,Fiber,0,0,4428,4428,4429,0.0,0,1,4429.0,4429.0,consumer
7,78,Fixed Wireless,2,0,36,13,4682,2.0,0,3,36.0,13.0,consumer
8,78,Other,0,0,0,0,5,0.0,0,1,0.0,0.0,consumer
9,78,aDSL,0,0,0,0,4422,0.0,0,1,0.0,0.0,consumer
10,78,2G,0,0,0,0,4802,0.0,0,5,0.0,0.0,mobile
11,78,3G,0,0,0,0,4777,0.0,0,4,0.0,0.0,mobile
12,78,4G_LTE,0,0,4588,0,4589,0.0,0,3,8229.0,0.0,mobile
13,78,4G_NON_LTE,0,0,4370,0,4371,0.0,0,2,6417.0,0.0,mobile
0,15,Cable,0,0,1,1,14562,0.0,0,4,1.0,1.0,business
1,15,Fiber,275,0,560,370,3463,277.0,0,7,622.0,399.0,business
2,15,Fixed Wireless,2,0,5372,4941,5437,2.0,0,5,5379.0,4947.0,business
3,15,Other,2,0,422,414,511,2.0,0,4,437.0,424.0,business
4,15,Satellite,0,0,23622,0,24953,0.0,0,4,23622.0,0.0,business
5,15,aDSL,0,0,78,24,9231,0.0,0,6,79.0,25.0,business
6,15,Cable,0,0,14561,14561,14562,0.0,0,1,14562.0,14562.0,consumer
7,15,Fiber,3008,0,3067,3031,3072,3008.0,0,4,3076.0,3039.0,consumer
8,15,Fixed Wireless,2,0,9,9,442,2.0,0,2,9.0,9.0,consumer
9,15,Satellite,0,0,24953,0,24953,0.0,0,3,48546.0,0.0,consumer
10,15,aDSL,0,0,114,10,9274,0.0,0,4,115.0,10.0,consumer
11,15,2G,0,0,0,0,24400,0.0,0,5,0.0,0.0,mobile
12,15,3G,0,0,0,0,24604,0.0,0,5,0.0,0.0,mobile
13,15,4G_LTE,0,0,24203,0,24204,0.0,0,4,84885.0,0.0,mobile
14,15,4G_NON_LTE,0,0,23523,0,23524,0.0,0,2,39953.0,0.0,mobile
0,66,Cable,0,0,36,0,37,0.0,0,1,37.0,0.0,business
1,66,Fiber,0,0,0,0,475,0.0,0,1,0.0,0.0,business
2,66,Other,0,0,0,0,4,0.0,0,1,0.0,0.0,business
3,66,aDSL,0,0,0,0,3738,0.0,0,1,0.0,0.0,business
4,66,Cable,0,0,36,0,37,0.0,0,1,37.0,0.0,consumer
5,66,Fiber,0,0,474,0,475,0.0,0,1,475.0,0.0,consumer
6,66,Other,0,0,0,0,4,0.0,0,1,0.0,0.0,consumer
7,66,aDSL,0,0,3737,0,3738,0.0,0,1,3792.0,0.0,consumer
8,66,2G,0,0,0,0,3584,0.0,0,2,0.0,0.0,mobile
9,66,3G,0,0,0,0,3477,0.0,0,2,0.0,0.0,mobile
10,66,4G_LTE,0,0,3620,0,3621,0.0,0,4,11900.0,0.0,mobile
11,66,4G_NON_LTE,0,0,3584,0,3585,0.0,0,3,9297.0,0.0,mobile
0,44,Cable,0,0,7127,7127,7135,0.0,0,5,7382.0,7367.0,business
1,44,Fiber,4438,0,4449,4449,16840,5009.0,0,10,5047.0,5047.0,business
2,44,Fixed Wireless,24,0,24,24,25,24.0,0,2,24.0,24.0,business
3,44,Other,2,0,27,22,437,2.0,0,5,28.0,23.0,business
4,44,Satellite,0,0,23489,0,23489,0.0,0,4,23489.0,0.0,business
5,44,aDSL,0,0,21,0,11507,0.0,0,10,21.0,0.0,business
6,44,Cable,0,0,17387,17387,17388,0.0,0,3,18275.0,18275.0,consumer
7,44,Fiber,15928,0,15980,15980,15981,15932.0,0,2,15985.0,15985.0,consumer
8,44,Fixed Wireless,0,0,0,0,1,0.0,0,1,0.0,0.0,consumer
9,44,Satellite,0,0,23489,0,23489,0.0,0,3,46978.0,0.0,consumer
10,44,aDSL,0,0,0,0,11473,0.0,0,3,0.0,0.0,consumer
11,44,2G,0,0,0,0,25176,0.0,0,4,0.0,0.0,mobile
12,44,3G,0,0,0,0,25172,0.0,0,4,0.0,0.0,mobile
13,44,4G_LTE,0,0,25171,0,25172,0.0,0,4,96900.0,0.0,mobile
14,44,4G_NON_LTE,0,0,24685,0,24686,0.0,0,2,48586.0,0.0,mobile
0,60,Cable,0,0,0,0,9,0.0,0,1,0.0,0.0,business
1,60,Fiber,0,0,0,0,6,0.0,0,1,0.0,0.0,business
2,60,Fixed Wireless,0,0,0,0,6,0.0,0,1,0.0,0.0,business
3,60,aDSL,0,0,0,0,823,0.0,0,1,0.0,0.0,business
4,60,Cable,0,0,0,0,10,0.0,0,1,0.0,0.0,consumer
5,60,Fixed Wireless,0,0,0,0,14,0.0,0,1,0.0,0.0,consumer
6,60,aDSL,0,0,0,0,823,0.0,0,1,0.0,0.0,consumer
7,60,2G,0,0,0,0,456,0.0,0,1,0.0,0.0,mobile
8,60,3G,0,0,0,0,544,0.0,0,2,0.0,0.0,mobile
0,69,Fiber,0,0,670,0,671,0.0,0,1,671.0,0.0,business
1,69,Other,0,0,0,0,1143,0.0,0,1,0.0,0.0,business
2,69,aDSL,0,0,0,0,1128,0.0,0,1,0.0,0.0,business
3,69,Cable,0,0,0,0,7,0.0,0,1,0.0,0.0,consumer
4,69,Fiber,0,0,670,0,671,0.0,0,1,671.0,0.0,consumer
5,69,aDSL,0,0,0,0,1143,0.0,0,1,0.0,0.0,consumer
6,69,2G,0,0,0,0,1218,0.0,0,1,0.0,0.0,mobile
7,69,4G_LTE,0,0,288,0,289,0.0,0,1,289.0,0.0,mobile
8,69,4G_NON_LTE,0,0,1221,0,1222,0.0,0,1,1222.0,0.0,mobile
